"SBOM name"	"SBOM id"	"package name"	"package group"	"package version"	"package purl"	"package cpe"	"license"	"license type"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"base64coder"	"biz.source_code"	"2010-12-19"	"pkg:maven/biz.source_code/base64coder@2010-12-19"	""	"GNU LGPL (GNU Lesser General Public License), V2.1 or later"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"base64coder"	"biz.source_code"	"2010-12-19"	"pkg:maven/biz.source_code/base64coder@2010-12-19"	""	"GNU LGP (GNU General Public License), V2 or later"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"base64coder"	"biz.source_code"	"2010-12-19"	"pkg:maven/biz.source_code/base64coder@2010-12-19"	""	"EPL (Eclipse Public License), V1.0 or later"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"base64coder"	"biz.source_code"	"2010-12-19"	"pkg:maven/biz.source_code/base64coder@2010-12-19"	""	"BSD License"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"base64coder"	"biz.source_code"	"2010-12-19"	"pkg:maven/biz.source_code/base64coder@2010-12-19"	""	"Apache License, V2.0 or later"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"basesystem"	""	"11-5.el8"	"pkg:rpm/redhat/basesystem@11-5.el8?arch=noarch&distro=rhel-8.5&upstream=basesystem-11-5.el8.src.rpm"	""	"Public Domain"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"bash"	""	"4.4.20-2.el8"	"pkg:rpm/redhat/bash@4.4.20-2.el8?arch=x86_64&distro=rhel-8.5&upstream=bash-4.4.20-2.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"brotli"	""	"1.0.6-3.el8"	"pkg:rpm/redhat/brotli@1.0.6-3.el8?arch=x86_64&distro=rhel-8.5&upstream=brotli-1.0.6-3.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"bzip2-libs"	""	"1.0.6-26.el8"	"pkg:rpm/redhat/bzip2-libs@1.0.6-26.el8?arch=x86_64&distro=rhel-8.5&upstream=bzip2-1.0.6-26.el8.src.rpm"	""	"BSD"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"ca-certificates"	""	"2021.2.50-80.0.el8_4"	"pkg:rpm/redhat/ca-certificates@2021.2.50-80.0.el8_4?arch=noarch&distro=rhel-8.5&upstream=ca-certificates-2021.2.50-80.0.el8_4.src.rpm"	""	"Public Domain"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"cdi-api"	""	"2.0.1-3.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/cdi-api@2.0.1-3.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=cdi-api-2.0.1-3.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"chkconfig"	""	"1.19.1-1.el8"	"pkg:rpm/redhat/chkconfig@1.19.1-1.el8?arch=x86_64&distro=rhel-8.5&upstream=chkconfig-1.19.1-1.el8.src.rpm"	""	"GPLv2"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"cmake-filesystem"	""	"3.20.2-4.el8"	"pkg:rpm/redhat/cmake-filesystem@3.20.2-4.el8?arch=x86_64&distro=rhel-8.5&upstream=cmake-3.20.2-4.el8.src.rpm"	""	"BSD and MIT and zlib"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"commons-cli"	"commons-cli"	"1.4"	"pkg:maven/commons-cli/commons-cli@1.4"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"commons-codec"	"commons-codec"	"1.13"	"pkg:maven/commons-codec/commons-codec@1.13"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"commons-io"	"commons-io"	"2.6"	"pkg:maven/commons-io/commons-io@2.6"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"commons-lang3"	"org.apache.commons"	"3.9"	"pkg:maven/org.apache.commons/commons-lang3@3.9"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"copy-jdk-configs"	""	"4.0-2.el8"	"pkg:rpm/redhat/copy-jdk-configs@4.0-2.el8?arch=noarch&distro=rhel-8.5&upstream=copy-jdk-configs-4.0-2.el8.src.rpm"	""	"BSD"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"coreutils-single"	""	"8.30-12.el8"	"pkg:rpm/redhat/coreutils-single@8.30-12.el8?arch=x86_64&distro=rhel-8.5&upstream=coreutils-8.30-12.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"crypto-policies"	""	"20210617-1.gitc776d3e.el8"	"pkg:rpm/redhat/crypto-policies@20210617-1.gitc776d3e.el8?arch=noarch&distro=rhel-8.5&upstream=crypto-policies-20210617-1.gitc776d3e.el8.src.rpm"	""	"LGPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"crypto-policies-scripts"	""	"20210617-1.gitc776d3e.el8"	"pkg:rpm/redhat/crypto-policies-scripts@20210617-1.gitc776d3e.el8?arch=noarch&distro=rhel-8.5&upstream=crypto-policies-20210617-1.gitc776d3e.el8.src.rpm"	""	"LGPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"cups-libs"	""	"1:2.2.6-40.el8"	"pkg:rpm/redhat/cups-libs@2.2.6-40.el8?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=cups-2.2.6-40.el8.src.rpm"	""	"LGPLv2 and zlib"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"curl"	""	"7.61.1-22.el8"	"pkg:rpm/redhat/curl@7.61.1-22.el8?arch=x86_64&distro=rhel-8.5&upstream=curl-7.61.1-22.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"cyrus-sasl-lib"	""	"2.1.27-6.el8_5"	"pkg:rpm/redhat/cyrus-sasl-lib@2.1.27-6.el8_5?arch=x86_64&distro=rhel-8.5&upstream=cyrus-sasl-2.1.27-6.el8_5.src.rpm"	""	"BSD with advertising"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"dbus-libs"	""	"1:1.12.8-14.el8"	"pkg:rpm/redhat/dbus-libs@1.12.8-14.el8?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=dbus-1.12.8-14.el8.src.rpm"	""	"(GPLv2+ or AFL) and GPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"dejavu-fonts-common"	""	"2.35-7.el8"	"pkg:rpm/redhat/dejavu-fonts-common@2.35-7.el8?arch=noarch&distro=rhel-8.5&upstream=dejavu-fonts-2.35-7.el8.src.rpm"	""	"Bitstream Vera and Public Domain"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"dejavu-sans-fonts"	""	"2.35-7.el8"	"pkg:rpm/redhat/dejavu-sans-fonts@2.35-7.el8?arch=noarch&distro=rhel-8.5&upstream=dejavu-fonts-2.35-7.el8.src.rpm"	""	"Bitstream Vera and Public Domain"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"elfutils-libelf"	""	"0.185-1.el8"	"pkg:rpm/redhat/elfutils-libelf@0.185-1.el8?arch=x86_64&distro=rhel-8.5&upstream=elfutils-0.185-1.el8.src.rpm"	""	"GPLv2+ or LGPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"expat"	""	"2.2.5-4.el8_5.3"	"pkg:rpm/redhat/expat@2.2.5-4.el8_5.3?arch=x86_64&distro=rhel-8.5&upstream=expat-2.2.5-4.el8_5.3.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"failureaccess"	"com.google.guava"	"1.0.1"	"pkg:maven/com.google.guava/failureaccess@1.0.1"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"file"	""	"3.3.4"	"pkg:maven/file/file@3.3.4"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"file-libs"	""	"5.33-20.el8"	"pkg:rpm/redhat/file-libs@5.33-20.el8?arch=x86_64&distro=rhel-8.5&upstream=file-5.33-20.el8.src.rpm"	""	"BSD"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"filesystem"	""	"3.8-6.el8"	"pkg:rpm/redhat/filesystem@3.8-6.el8?arch=x86_64&distro=rhel-8.5&upstream=filesystem-3.8-6.el8.src.rpm"	""	"Public Domain"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"findutils"	""	"1:4.6.0-20.el8"	"pkg:rpm/redhat/findutils@4.6.0-20.el8?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=findutils-4.6.0-20.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"fontconfig"	""	"2.13.1-4.el8"	"pkg:rpm/redhat/fontconfig@2.13.1-4.el8?arch=x86_64&distro=rhel-8.5&upstream=fontconfig-2.13.1-4.el8.src.rpm"	""	"MIT and Public Domain and UCD"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"fontpackages-filesystem"	""	"1.44-22.el8"	"pkg:rpm/redhat/fontpackages-filesystem@1.44-22.el8?arch=noarch&distro=rhel-8.5&upstream=fontpackages-1.44-22.el8.src.rpm"	""	"Public Domain"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"freetype"	""	"2.9.1-4.el8_3.1"	"pkg:rpm/redhat/freetype@2.9.1-4.el8_3.1?arch=x86_64&distro=rhel-8.5&upstream=freetype-2.9.1-4.el8_3.1.src.rpm"	""	"(FTL or GPLv2+) and BSD and MIT and Public Domain and zlib with acknowledgement"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gawk"	""	"4.2.1-2.el8"	"pkg:rpm/redhat/gawk@4.2.1-2.el8?arch=x86_64&distro=rhel-8.5&upstream=gawk-4.2.1-2.el8.src.rpm"	""	"GPLv3+ and GPLv2+ and LGPLv2+ and BSD"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gdbm"	""	"1:1.18-1.el8"	"pkg:rpm/redhat/gdbm@1.18-1.el8?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=gdbm-1.18-1.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gdbm-libs"	""	"1:1.18-1.el8"	"pkg:rpm/redhat/gdbm-libs@1.18-1.el8?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=gdbm-1.18-1.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"geronimo-annotation"	""	"1.0-26.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/geronimo-annotation@1.0-26.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=geronimo-annotation-1.0-26.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"giflib"	""	"5.1.4-3.el8"	"pkg:rpm/redhat/giflib@5.1.4-3.el8?arch=x86_64&distro=rhel-8.5&upstream=giflib-5.1.4-3.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"glib2"	""	"2.56.4-156.el8"	"pkg:rpm/redhat/glib2@2.56.4-156.el8?arch=x86_64&distro=rhel-8.5&upstream=glib2-2.56.4-156.el8.src.rpm"	""	"LGPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"glibc"	""	"2.28-164.el8_5.3"	"pkg:rpm/redhat/glibc@2.28-164.el8_5.3?arch=x86_64&distro=rhel-8.5&upstream=glibc-2.28-164.el8_5.3.src.rpm"	""	"LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"glibc-common"	""	"2.28-164.el8_5.3"	"pkg:rpm/redhat/glibc-common@2.28-164.el8_5.3?arch=x86_64&distro=rhel-8.5&upstream=glibc-2.28-164.el8_5.3.src.rpm"	""	"LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"glibc-minimal-langpack"	""	"2.28-164.el8_5.3"	"pkg:rpm/redhat/glibc-minimal-langpack@2.28-164.el8_5.3?arch=x86_64&distro=rhel-8.5&upstream=glibc-2.28-164.el8_5.3.src.rpm"	""	"LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gmp"	""	"1:6.1.2-10.el8"	"pkg:rpm/redhat/gmp@6.1.2-10.el8?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=gmp-6.1.2-10.el8.src.rpm"	""	"LGPLv3+ or GPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gnupg2"	""	"2.2.20-2.el8"	"pkg:rpm/redhat/gnupg2@2.2.20-2.el8?arch=x86_64&distro=rhel-8.5&upstream=gnupg2-2.2.20-2.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gnutls"	""	"3.6.16-4.el8"	"pkg:rpm/redhat/gnutls@3.6.16-4.el8?arch=x86_64&distro=rhel-8.5&upstream=gnutls-3.6.16-4.el8.src.rpm"	""	"GPLv3+ and LGPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gobject-introspection"	""	"1.56.1-1.el8"	"pkg:rpm/redhat/gobject-introspection@1.56.1-1.el8?arch=x86_64&distro=rhel-8.5&upstream=gobject-introspection-1.56.1-1.el8.src.rpm"	""	"GPLv2+, LGPLv2+, MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"google-guice"	""	"4.2.2"	"pkg:maven/com.google.inject/google-guice@4.2.2"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"google-guice"	""	"4.2.2-4.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/google-guice@4.2.2-4.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=google-guice-4.2.2-4.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"google-guice-no_aop"	""	"4.2.2"	"pkg:maven/com.google.inject/google-guice-no_aop@4.2.2"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
